consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training1.started,training1.stopped,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,language_background_q.block_1/Q60,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,39,EPITOME,hard,,,,,,,,600.938,603.2863,z,1.3103,,0,15,15,38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,603.2879,605.5355,m,1.2033,,0,16,16,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,19,BRANCH,easy,,,,,,,,605.5364,607.4194,z,0.8571,,0,17,17,18,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,55,COOLING,easy,,,,,,,,607.4207,610.453,m,2.0071,,0,18,18,54,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,610.4545,615.353,z,3.8449,,0,19,19,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,3,ADDRESS,easy,,,,,,,,615.3539,618.9366,z,2.5394,,0,20,20,2,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,21,SHOCK,easy,,,,,,,,618.9381,620.9531,z,0.9768,,0,21,21,20,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,53,QUEEN,easy,,,,,,,,620.9543,623.3368,m,1.3447,,0,22,22,52,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,88,MYOPIC,hard,,,,,,,,623.3383,625.9532,m,1.5781,,0,23,23,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,20,BURNING,easy,,,,,,,,625.9544,628.0529,z,1.0641,,0,24,24,19,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,30,REPLETE,hard,,,,,,,,628.0542,630.4521,z,1.3637,,0,25,25,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,96,PROBITY,hard,,,,,,,,630.453,634.7199,z,3.2371,,0,26,26,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,634.7214,637.0699,m,1.3125,,0,27,27,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,84,INANE,hard,,,,,,,,637.0712,643.1533,z,5.0444,,0,28,28,83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,37,AVARICE,hard,,,,,,,,643.1546,645.8701,z,1.6778,,0,29,29,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,72,WAGON,easy,,,,,,,,645.8716,647.7035,m,0.7988,,0,30,30,71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,74,AMPLIFY,hard,,,,,,,,647.705,651.7701,m,3.0303,,0,31,31,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,73,AFFABLE,hard,,,,,,,,651.7716,654.3036,z,1.4941,,0,32,32,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,70,SWITCH,easy,,,,,,,,654.3051,656.9534,m,1.6106,,0,33,33,69,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,32,SQUALID,hard,,,,,,,,656.9549,659.3368,z,1.3443,,0,34,34,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,34,AMIABLE,hard,,,,,,,,659.3382,661.4036,z,1.0277,,0,35,35,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,47,PRUDENT,hard,,,,,,,,661.4052,663.4036,z,0.9728,,0,36,36,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,31,SEMINAL,hard,,,,,,,,663.4049,665.4702,z,1.0311,,0,37,37,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,6,POETIC,easy,,,,,,,,665.4715,667.7535,m,1.2455,,0,38,38,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,35,BANAL,hard,,,,,,,,667.7548,670.5702,z,1.7764,,0,39,39,34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,64,EXAMINE,easy,,,,,,,,670.572,672.7692,m,1.1565,,0,40,40,63,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,69,FICTION,easy,,,,,,,,672.7705,675.5537,m,1.7607,,0,41,41,68,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,9,SOLDIER,easy,,,,,,,,675.5548,677.3194,z,0.7276,,0,42,42,8,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,677.3204,679.2527,z,0.912,,0,43,43,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,61,CUTTING,easy,,,,,,,,679.2539,681.6037,m,1.3279,,0,44,44,60,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,81,ESCHEW,hard,,,,,,,,681.605,685.1366,m,2.4951,,0,45,45,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,18,FLIGHT,easy,,,,,,,,685.138,687.2871,z,1.1124,,0,46,46,17,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,50,CLOSER,easy,,,,,,,,687.2886,691.8871,m,3.562,,0,47,47,49,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,63,LEGAL,easy,,,,,,,,691.8886,694.9205,m,1.9864,,0,48,48,62,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,41,LIBEL,hard,,,,,,,,694.9219,697.7202,z,1.7714,,0,49,49,40,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,82,FICKLE,hard,,,,,,,,697.7215,699.9202,m,1.1603,,0,50,50,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,51,ASSUME,easy,,,,,,,,699.9215,702.8869,z,1.9396,,0,51,51,50,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,66,RURAL,easy,,,,,,,,702.8881,705.4035,m,1.488,,0,52,52,65,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,68,MOTION,easy,,,,,,,,705.4041,710.0539,m,3.6256,,0,53,53,67,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,38,COERCE,hard,,,,,,,,710.0553,712.4195,z,1.3268,,0,54,54,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,24,LEADING,easy,,,,,,,,712.4205,715.8028,z,2.3453,,0,55,55,23,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,65,SUPPER,easy,,,,,,,,715.804,718.0038,m,1.1791,,0,56,56,64,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,718.0052,720.4203,z,1.3802,,0,57,57,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,78,DEPLORE,hard,,,,,,,,720.4211,722.5536,m,1.0934,,0,58,58,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,22,ENTER,easy,,,,,,,,722.5551,724.7205,z,1.1214,,0,59,59,21,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,12,BELIEF,easy,,,,,,,,724.7219,727.2868,z,1.5401,,0,60,60,11,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,75,ASTUTE,hard,,,,,,,,727.2871,730.0695,m,1.7444,,0,61,61,74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,40,INEPT,hard,,,,,,,,730.0703,732.8362,z,1.7438,,0,62,62,39,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,23,DECLINE,easy,,,,,,,,732.8372,735.5706,z,1.7149,,0,63,63,22,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,4,RIDING,easy,,,,,,,,735.5717,737.403,z,0.7921,,0,64,64,3,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,46,PROSAIC,hard,,,,,,,,737.4041,739.7538,z,1.3294,,0,65,65,45,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,28,REFUTE,hard,,,,,,,,739.7552,744.054,z,3.2609,,0,66,66,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,16,REGION,easy,,,,,,,,744.0554,746.0696,m,0.9774,,0,67,67,15,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,49,DEPTH,easy,,,,,,,,746.0706,748.3873,m,1.2945,,0,68,68,48,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,36,APPEASE,hard,,,,,,,,748.3886,750.5201,z,1.1037,,0,69,69,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,76,CANDOR,hard,,,,,,,,750.5208,752.8195,m,1.2892,,0,70,70,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,67,CULTURE,easy,,,,,,,,752.8204,756.2874,m,2.4435,,0,71,71,66,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,58,LISTEN,easy,,,,,,,,756.2886,762.2707,m,4.9424,,0,72,72,57,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,87,LEVITY,hard,,,,,,,,762.2721,764.6208,z,1.3097,,0,73,73,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,62,MASTER,easy,,,,,,,,764.6223,766.8376,m,1.1762,,0,74,74,61,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,42,MOLLIFY,hard,,,,,,,,766.839,768.8868,z,1.0109,,0,75,75,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,768.8881,772.8698,z,2.947,,0,76,76,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,17,SUDDEN,easy,,,,,,,,772.8711,779.5533,z,5.6607,,0,77,77,16,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,89,NASCENT,hard,,,,,,,,779.5544,782.6207,m,2.0333,,0,78,78,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,1,LEADER,easy,,,,,,,,782.6218,787.171,z,3.5111,,0,79,79,0,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,787.1723,794.5377,m,6.3409,,0,80,80,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,29,REMORSE,hard,,,,,,,,794.5389,797.9209,m,2.3456,,0,81,81,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,797.9223,800.9377,m,1.9793,,0,82,82,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,800.9392,803.6209,m,1.658,,0,83,83,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,77,COPIOUS,hard,,,,,,,,803.622,806.1708,m,1.5229,,0,84,84,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,806.172,809.0043,m,1.7945,,0,85,85,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,94,PAUCITY,hard,,,,,,,,809.0057,813.337,m,3.2943,,0,86,86,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,25,PROFANE,hard,,,,,,,,813.338,815.7212,z,1.3602,,0,87,87,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,80,ENMITY,hard,,,,,,,,815.7227,818.7046,m,1.9466,,0,88,88,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,59,THREW,easy,,,,,,,,818.7062,820.8377,m,1.0995,,0,89,89,58,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,15,EMPTY,easy,,,,,,,,820.839,823.0043,z,1.1391,,0,90,90,14,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,60,LIBERTY,easy,,,,,,,,823.0055,826.4874,m,2.4482,,0,91,91,59,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,95,PENSIVE,hard,,,,,,,,826.4888,828.6541,m,1.1268,,0,92,92,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,45,PROFUSE,hard,,,,,,,,828.6553,830.8879,z,1.1996,,0,93,93,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,93,PATHOS,hard,,,,,,,,830.8892,833.0044,m,1.0782,,0,94,94,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,79,DETER,hard,,,,,,,,833.0055,835.7711,z,1.7281,,0,95,95,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.7719,869.4893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.5013,872.9718,n,3.4429,,0,0,0,68,1,69,David Perry,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643907,001,2026-04-14_20h54.51.104,DFv2,2026.1.1,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.9733,875.8217,y,2.8248,,0,1,1,15,1,16,Ayn Rand,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
