consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training1.started,training1.stopped,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,end.started
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,13,WEATHER,easy,,,,,,,,458.8773,461.1595,z,1.2514,,0,49,49,12,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,15,EMPTY,easy,,,,,,,,461.1603,463.1223,z,0.894900001,,0,50,50,14,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,463.1233,465.3728,m,1.217,,0,51,51,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,69,FICTION,easy,,,,,,,,465.3738,467.3715,z,0.9371,,0,52,52,68,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,9,SOLDIER,easy,,,,,,,,467.3725,469.1727,z,0.7328,,0,53,53,8,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,469.1735,471.2125,z,0.9791,,0,54,54,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,72,WAGON,easy,,,,,,,,471.2135,473.3881,m,1.133200001,,0,55,55,71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,473.3888,475.8202,z,1.359700001,,0,56,56,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,7,SLIGHT,easy,,,,,,,,475.821,477.8962,z,1.0444,,0,57,57,6,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,18,FLIGHT,easy,,,,,,,,477.8972,480.1959,z,1.248099999,,0,58,58,17,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,480.1969,482.4357,m,1.172099999,,0,59,59,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,93,PATHOS,hard,,,,,,,,482.4366,484.9239,m,1.4476,,0,60,60,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,40,INEPT,hard,,,,,,,,484.9249,486.8074,z,0.853,,0,61,61,39,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,25,PROFANE,hard,,,,,,,,486.8082,489.0364,z,1.167299999,,0,62,62,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,58,LISTEN,easy,,,,,,,,489.0371,491.0683,z,0.9906,,0,63,63,57,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,34,AMIABLE,hard,,,,,,,,491.0691,493.1859,z,1.0864,,0,64,64,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,87,LEVITY,hard,,,,,,,,493.1868,496.341,m,2.0861,,0,65,65,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,65,SUPPER,easy,,,,,,,,496.3418,498.3878,z,0.9841,,0,66,66,64,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,31,SEMINAL,hard,,,,,,,,498.389,500.3191,z,0.8936,,0,67,67,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,96,PROBITY,hard,,,,,,,,500.3209,502.8075,m,1.4212,,0,68,68,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,45,PROFUSE,hard,,,,,,,,502.8082,504.6568,z,0.8168,,0,69,69,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,90,NUANCE,hard,,,,,,,,504.6575,507.2099,m,1.491,,0,70,70,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,507.2111,509.2585,z,0.989,,0,71,71,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,28,REFUTE,hard,,,,,,,,509.2594,511.2849,z,0.980099999,,0,72,72,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,511.2857,513.4183,z,1.0671,,0,73,73,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,47,PRUDENT,hard,,,,,,,,513.4198,515.3365,z,0.8611,,0,74,74,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,82,FICKLE,hard,,,,,,,,515.3376,517.4893,m,1.1048,,0,75,75,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,50,CLOSER,easy,,,,,,,,517.4903,520.2458,z,1.7232,,0,76,76,49,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,66,RURAL,easy,,,,,,,,520.2465,522.3985,m,1.086799999,,0,77,77,65,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,27,RATIFY,hard,,,,,,,,522.3993,524.3884,z,0.9267,,0,78,78,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,524.3893,526.326,z,0.8743,,0,79,79,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,80,ENMITY,hard,,,,,,,,526.3271,528.6575,m,1.291599999,,0,80,80,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,23,DECLINE,easy,,,,,,,,528.6582,531.1811,z,1.454,,0,81,81,22,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,531.1819,535.9288,m,3.681200001,,0,82,82,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,62,MASTER,easy,,,,,,,,535.9304,539.3932,m,2.4284,,0,83,83,61,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,539.3943,542.0381,m,1.573200001,,0,84,84,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,6,POETIC,easy,,,,,,,,542.0388,543.8718,z,0.769799999,,0,85,85,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,64,EXAMINE,easy,,,,,,,,543.873,546.309,z,1.3721,,0,86,86,63,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,53,QUEEN,easy,,,,,,,,546.3099,548.4784,m,1.1132,,0,87,87,52,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,73,AFFABLE,hard,,,,,,,,548.4793,550.8731,m,1.3313,,0,88,88,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,1,LEADER,easy,,,,,,,,550.8738,552.8221,z,0.8842,,0,89,89,0,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,36,APPEASE,hard,,,,,,,,552.8228,554.97,z,1.0914,,0,90,90,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,10,ADVISED,easy,,,,,,,,554.9707,557.0868,z,1.0542,,0,91,91,9,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,11,ANGRY,easy,,,,,,,,557.0876,559.3477,m,1.188599999,,0,92,92,10,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,77,COPIOUS,hard,,,,,,,,559.3486,561.634,m,1.2171,,0,93,93,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,60,LIBERTY,easy,,,,,,,,561.6354,563.6185,z,0.9447,,0,94,94,59,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,52,SOMEHOW,easy,,,,,,,,563.6195,565.9962,m,1.3321,,0,95,95,51,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.9966,578.6078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.6151,580.7881,y,2.131900001,,0,0,0,2,1,3,Bernard Malamud,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.7891,582.4255,y,1.606,,0,1,1,67,1,68,James Morgan,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.4266,583.7045,y,1.2479,,0,2,2,7,1,8,J.D. Salinger,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.7052,584.8284,y,1.0892,,0,3,3,36,1,37,Thomas Wolfe,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.8292,589.0549,y,4.1957,,0,4,4,6,1,7,Kurt Vonnegut,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0557,590.9807,n,1.8953,,0,5,5,81,1,82,Hilda Borko,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.9815,592.0582,n,1.046,,0,6,6,88,1,89,Ryan Gilbertson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0594,594.76,n,2.6723,,0,7,7,94,1,95,Jennifer Marshal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.7611,595.7747,y,0.983599999,,0,8,8,50,1,51,Christopher Barr,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.7757,596.8255,y,1.019900001,,0,9,9,28,1,29,Ray Bradbury,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.8262,598.1139,y,1.258799999,,0,10,10,14,1,15,Margaret Atwood,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.1146,599.3109,n,1.166400001,,0,11,11,99,1,100,Reed Larson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.3117,600.4818,n,1.1403,,0,12,12,40,1,41,Clive Cussler,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.4826,603.2395,y,2.7275,,0,13,13,42,1,43,Nelson Demille,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.2405,604.7663,n,1.495400001,,0,14,14,68,1,69,David Perry,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.7671,605.8536,y,1.0564,,0,15,15,63,1,64,Frank Kiel,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.8545,607.9238,n,2.0385,,0,16,16,17,1,18,Joyce Carol Oates,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.925,608.8962,n,0.9415,,0,17,17,87,1,88,Martin Ford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.8969,610.2919,n,1.3646,,0,18,18,95,1,96,Hugh Lytton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.2928,612.6065,n,2.2835,,0,19,19,82,1,83,Naomi Choy,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.6076,613.521,y,0.8837,,0,20,20,80,1,81,Harrison Boldt,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.5218,614.7249,y,1.1739,,0,21,21,71,1,72,Robert Siegler,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.7258,615.8881,n,1.1315,,0,22,22,93,1,94,Scott Paris,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.8888,617.0795,y,1.1608,,0,23,23,85,1,86,Aimee Dorr,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0803,618.5396,y,1.4289,,0,24,24,45,1,46,James Michener,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.5407,620.4241,y,1.853,,0,25,25,24,1,25,Isabel Allende,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.4252,621.8914,n,1.437400001,,0,26,26,3,1,4,Willa Cather,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.8927,622.8966,y,0.974,,0,27,27,9,1,10,F. Scott Fitzgerald,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.8974,624.5747,n,1.647599999,,0,28,28,54,1,55,Jennifer Butterworth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.5754,625.6925,y,1.087,,0,29,29,61,1,62,Sheryl Green,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.6933,627.0145,y,1.289200001,,0,30,30,75,1,76,Carter Anvari,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0152,628.186,y,1.1405,,0,31,31,23,1,24,George Orwell,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.1872,630.3427,y,2.1259,,0,32,32,18,1,19,Nora Ephron,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.3436,631.6632,y,1.2902,,0,33,33,25,1,26,Ralph Ellison,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.6641,632.6647,n,0.9705,,0,34,34,47,1,48,Anne McCaffrey,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.6654,633.6146,y,0.9201,,0,35,35,27,1,28,Maya Angelou,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.6156,635.3719,y,1.7255,,0,36,36,59,1,60,Robert Emery,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.3729,636.3102,y,0.907299999,,0,37,37,55,1,56,Katherine Carpenter,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.311,637.2821,y,0.942200001,,0,38,38,15,1,16,Ayn Rand,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
