consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training1.started,training1.stopped,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q4,language_background_q.block_1/Q4_a,language_background_q.block_1/Q6,language_background_q.block_1/Q11,language_background_q.block_1/Q12,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q48,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q56,language_background_q.block_1/Q57.text1,language_background_q.block_1/Q57.text2,language_background_q.block_1/Q58,language_background_q.block_1/Q59,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,449,452.469,z,2.442,,0,2,2,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,95,PENSIVE,hard,,,,,,,,452.47,455.787,m,2.295,,0,3,3,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,45,PROFUSE,hard,,,,,,,,455.788,459.622,z,2.812,,0,4,4,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,39,EPITOME,hard,,,,,,,,459.623,465.411,m,4.763,,0,5,5,38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,48,REBUKE,hard,,,,,,,,465.412,467.269,z,0.837,,0,6,6,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,51,ASSUME,easy,,,,,,,,467.27,469.413,m,1.129,,0,7,7,50,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,6,POETIC,easy,,,,,,,,469.413,471.651,z,1.212,,0,8,8,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,15,EMPTY,easy,,,,,,,,471.652,473.472,z,0.799,,0,9,9,14,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,74,AMPLIFY,hard,,,,,,,,473.473,476.048,z,1.555,,0,10,10,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,21,SHOCK,easy,,,,,,,,476.049,477.697,z,0.619,,0,11,11,20,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,9,SOLDIER,easy,,,,,,,,477.698,479.707,z,0.979,,0,12,12,8,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,86,LAMENT,hard,,,,,,,,479.708,483.146,z,2.413,,0,13,13,85,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,28,REFUTE,hard,,,,,,,,483.147,484.829,z,0.642,,0,14,14,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,63,LEGAL,easy,,,,,,,,484.83,487.048,m,1.2,,0,15,15,62,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,487.048,489.386,z,1.32,,0,16,16,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,59,THREW,easy,,,,,,,,489.387,492.248,m,1.842,,0,17,17,58,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,64,EXAMINE,easy,,,,,,,,492.249,494.332,m,1.054,,0,18,18,63,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,11,ANGRY,easy,,,,,,,,494.332,496.016,z,0.668,,0,19,19,10,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,35,BANAL,hard,,,,,,,,496.017,498.123,z,1.08,,0,20,20,34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,66,RURAL,easy,,,,,,,,498.124,500.618,m,1.483,,0,21,21,65,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,68,MOTION,easy,,,,,,,,500.619,502.325,m,0.682,,0,22,22,67,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,502.325,504.686,z,1.335,,0,23,23,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,55,COOLING,easy,,,,,,,,504.687,507.072,m,1.36,,0,24,24,54,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,16,REGION,easy,,,,,,,,507.073,509.108,z,1.002,,0,25,25,15,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,509.109,511.878,z,1.758,,0,26,26,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,511.879,516.043,m,3.14,,0,27,27,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,516.044,518.149,z,1.077,,0,28,28,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,94,PAUCITY,hard,,,,,,,,518.15,520.912,m,1.743,,0,29,29,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,36,APPEASE,hard,,,,,,,,520.913,523.514,z,1.589,,0,30,30,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,50,CLOSER,easy,,,,,,,,523.515,525.777,m,1.248,,0,31,31,49,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,49,DEPTH,easy,,,,,,,,525.778,528.29,m,1.482,,0,32,32,48,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,78,DEPLORE,hard,,,,,,,,528.291,532.284,m,2.977,,0,33,33,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,34,AMIABLE,hard,,,,,,,,532.285,535.005,z,1.685,,0,34,34,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,69,FICTION,easy,,,,,,,,535.006,536.848,m,0.814,,0,35,35,68,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,25,PROFANE,hard,,,,,,,,536.849,540.369,z,2.501,,0,36,36,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,33,TORPID,hard,,,,,,,,540.37,544.259,m,2.847,,0,37,37,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,13,WEATHER,easy,,,,,,,,544.26,546.737,z,1.456,,0,38,38,12,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,84,INANE,hard,,,,,,,,546.738,549.925,m,2.17,,0,39,39,83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,17,SUDDEN,easy,,,,,,,,549.926,551.593,z,0.649,,0,40,40,16,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,87,LEVITY,hard,,,,,,,,551.594,553.514,z,0.892,,0,41,41,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,23,DECLINE,easy,,,,,,,,553.515,555.313,z,0.769,,0,42,42,22,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,30,REPLETE,hard,,,,,,,,555.314,557.651,z,1.325,,0,43,43,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,1,LEADER,easy,,,,,,,,557.652,559.463,z,0.795,,0,44,44,0,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,73,AFFABLE,hard,,,,,,,,559.464,562.109,z,1.625,,0,45,45,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,52,SOMEHOW,easy,,,,,,,,562.109,564.426,m,1.283,,0,46,46,51,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,7,SLIGHT,easy,,,,,,,,564.427,566.107,z,0.668,,0,47,47,6,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,27,RATIFY,hard,,,,,,,,566.108,568.222,z,1.093,,0,48,48,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,76,CANDOR,hard,,,,,,,,568.222,570.903,m,1.646,,0,49,49,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,3,ADDRESS,easy,,,,,,,,570.904,572.757,m,0.839,,0,50,50,2,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,82,FICKLE,hard,,,,,,,,572.758,574.797,m,1.012,,0,51,51,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,88,MYOPIC,hard,,,,,,,,574.798,577.17,m,1.349,,0,52,52,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,37,AVARICE,hard,,,,,,,,577.171,579.109,z,0.91,,0,53,53,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,67,CULTURE,easy,,,,,,,,579.11,582.409,m,2.274,,0,54,54,66,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,75,ASTUTE,hard,,,,,,,,582.409,584.682,m,1.246,,0,55,55,74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,41,LIBEL,hard,,,,,,,,584.683,586.666,m,0.965,,0,56,56,40,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,85,INSIPID,hard,,,,,,,,586.667,588.87,m,1.181,,0,57,57,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,31,SEMINAL,hard,,,,,,,,588.87,590.919,z,1.024,,0,58,58,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,10,ADVISED,easy,,,,,,,,590.919,593.77,z,1.82,,0,59,59,9,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,20,BURNING,easy,,,,,,,,593.771,595.491,z,0.703,,0,60,60,19,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,46,PROSAIC,hard,,,,,,,,595.492,597.711,m,1.196,,0,61,61,45,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,597.711,599.657,m,0.925,,0,62,62,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,62,MASTER,easy,,,,,,,,599.658,601.466,m,0.779,,0,63,63,61,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,4,RIDING,easy,,,,,,,,601.466,603.438,m,0.95,,0,64,64,3,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,89,NASCENT,hard,,,,,,,,603.439,606.176,m,1.705,,0,65,65,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,65,SUPPER,easy,,,,,,,,606.177,608.36,m,1.16,,0,66,66,64,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,32,SQUALID,hard,,,,,,,,608.361,610.644,m,1.261,,0,67,67,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,14,GRAVE,easy,,,,,,,,610.646,612.485,z,0.831,,0,68,68,13,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,53,QUEEN,easy,,,,,,,,612.486,614.517,m,1.014,,0,69,69,52,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,61,CUTTING,easy,,,,,,,,614.517,616.404,m,0.864,,0,70,70,60,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,616.405,619.322,z,1.899,,0,71,71,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,79,DETER,hard,,,,,,,,619.323,623.581,z,3.233,,0,72,72,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,56,FARTHER,easy,,,,,,,,623.582,625.775,m,1.175,,0,73,73,55,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,19,BRANCH,easy,,,,,,,,625.776,627.678,z,0.881,,0,74,74,18,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,24,LEADING,easy,,,,,,,,627.679,630.656,z,1.947,,0,75,75,23,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,630.657,633.076,m,1.399,,0,76,76,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,60,LIBERTY,easy,,,,,,,,633.077,636.369,m,2.266,,0,77,77,59,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,42,MOLLIFY,hard,,,,,,,,636.37,638.632,z,1.242,,0,78,78,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,83,GARNER,hard,,,,,,,,638.633,641.354,m,1.694,,0,79,79,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,641.354,644.334,m,1.954,,0,80,80,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,71,GUARD,easy,,,,,,,,644.335,646.311,m,0.954,,0,81,81,70,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202612,001,2026-04-15_13h34.02.866,DFv2,2026.1.1,MacIntel,62.5,,,,,,,,,,,,,,,,,22,ENTER,easy,,,,,,,,646.311,648.863,z,1.525,,0,82,82,21,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
