consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training1.started,training1.stopped,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,91.9934,97.4962,0,7,7,15,1,16,REGION,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,97.4976,102.9924,0,8,8,33,1,34,AMIABLE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,102.9962,108.4973,0,9,9,31,1,32,SQUALID,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,108.4997,113.9919,0,10,10,11,1,12,BELIEF,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,113.9951,119.4426,0,11,11,42,1,43,PACIFY,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,119.4452,124.9925,0,12,12,24,1,25,PROFANE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,124.9948,130.4973,0,13,13,13,1,14,GRAVE,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,130.4982,135.9823,0,14,14,43,1,44,PARAGON,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,135.9837,141.4823,0,15,15,9,1,10,ADVISED,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,141.484,146.983,0,16,16,34,1,35,BANAL,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,146.9848,152.4983,0,17,17,10,1,11,ANGRY,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,152.4991,157.9828,0,18,18,16,1,17,SUDDEN,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,157.9847,163.4836,0,19,19,28,1,29,REMORSE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,163.4858,168.9829,0,20,20,0,1,1,LEADER,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,168.9843,174.7656,0,21,21,35,1,36,APPEASE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,174.7678,179.8605,0,22,22,12,1,13,WEATHER,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,179.8618,185.489,0,23,23,45,1,46,PROSAIC,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,185.4914,190.9889,0,24,24,39,1,40,INEPT,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,190.9921,196.4923,0,25,25,19,1,20,BURNING,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,196.4979,201.9927,0,26,26,44,1,45,PROFUSE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,201.9955,207.493,0,27,27,17,1,18,FLIGHT,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,207.5001,212.9821,0,28,28,47,1,48,REBUKE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,212.9833,218.4933,0,29,29,30,1,31,SEMINAL,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,218.4957,223.9935,0,30,30,18,1,19,BRANCH,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,223.9961,229.4936,0,31,31,3,1,4,RIDING,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,229.4962,234.9937,0,32,32,8,1,9,SOLDIER,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,234.9965,240.4944,0,33,33,26,1,27,RATIFY,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,240.4971,245.9941,0,34,34,27,1,28,REFUTE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,245.9966,251.495,0,35,35,25,1,26,PUERILE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,251.4975,256.9952,0,36,36,46,1,47,PRUDENT,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,256.9974,262.4956,0,37,37,4,1,5,PARTNER,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,262.4985,267.9954,0,38,38,36,1,37,AVARICE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,267.9974,273.4954,0,39,39,32,1,33,TORPID,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,273.4964,278.9962,0,40,40,38,1,39,EPITOME,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,278.9986,284.4959,0,41,41,5,1,6,POETIC,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,284.4985,290.0019,0,42,42,29,1,30,REPLETE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,290.0046,295.4969,0,43,43,22,1,23,DECLINE,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,295.507,301.0011,0,44,44,1,1,2,SOFTLY,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,301.0022,306.6849,0,45,45,23,1,24,LEADING,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,306.6878,311.9978,0,46,46,41,1,42,MOLLIFY,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,311.9999,317.4863,0,47,47,7,1,8,SERVING,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,317.7487,340.9829,space,22.9422,0.0461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,35,BANAL,hard,,,,,,,,341.0116,342.9965,z,0.8886,,0,0,0,34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,80,ENMITY,hard,,,,,,,,342.9978,345.499,m,1.4812,,0,1,1,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,345.5006,348.4654,z,1.9369,,0,2,2,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,348.4664,350.4325,m,0.929,,0,3,3,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,55,COOLING,easy,,,,,,,,350.4334,352.4822,m,1.0213,,0,4,4,54,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,30,REPLETE,hard,,,,,,,,352.4829,354.2158,z,0.7012,,0,5,5,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,354.2166,356.266,z,1.0111,,0,6,6,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,17,SUDDEN,easy,,,,,,,,356.2677,358.1996,z,0.894,,0,7,7,16,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,358.2024,360.0495,m,0.808,,0,8,8,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,360.0512,362.1049,m,1.0169,,0,9,9,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,33,TORPID,hard,,,,,,,,362.1058,364.0829,m,0.9412,,0,10,10,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,48,REBUKE,hard,,,,,,,,364.0845,365.8333,z,0.7027,,0,11,11,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,79,DETER,hard,,,,,,,,365.8353,367.7173,m,0.8443,,0,12,12,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,40,INEPT,hard,,,,,,,,367.7196,369.617,z,0.8503,,0,13,13,39,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,68,MOTION,easy,,,,,,,,369.6187,371.5335,m,0.872,,0,14,14,67,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,371.5348,373.5505,m,0.9683,,0,15,15,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,85,INSIPID,hard,,,,,,,,373.5525,375.967,m,1.3684,,0,16,16,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,375.9692,379.567,z,2.5562,,0,17,17,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,96,PROBITY,hard,,,,,,,,379.5691,382.0341,z,1.4047,,0,18,18,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,6,POETIC,easy,,,,,,,,382.0363,383.767,z,0.6889,,0,19,19,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,71,GUARD,easy,,,,,,,,383.7682,385.7008,m,0.8845,,0,20,20,70,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,11,ANGRY,easy,,,,,,,,385.7033,387.6841,z,0.9388,,0,21,21,10,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,47,PRUDENT,hard,,,,,,,,387.6864,389.4679,z,0.7355,,0,22,22,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,78,DEPLORE,hard,,,,,,,,389.4704,391.5676,m,1.0516,,0,23,23,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,9,SOLDIER,easy,,,,,,,,391.5696,393.9844,z,1.3697,,0,24,24,8,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,62,MASTER,easy,,,,,,,,393.9864,395.8411,m,0.8176,,0,25,25,61,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,395.8424,397.5343,z,0.6576,,0,26,26,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,89,NASCENT,hard,,,,,,,,397.5364,399.2351,m,0.6549,,0,27,27,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057644,001,2026-04-15_17h36.36.180,DFv2,2026.1.1,Win32,58.82352941,,,,,,,,,,,,,,,,,32,SQUALID,hard,,,,,,,,399.2375,400.8682,z,0.5936,,0,28,28,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
