consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training4.started,training4.stopped,trials4.thisRepN,trials4.thisTrialN,trials4.thisN,trials4.thisIndex,trials4.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,111.999,117.4976,0,7,7,39,1,40,MYOPIC,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,117.5003,122.9978,0,8,8,14,1,15,LEGAL,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,122.9996,128.498,0,9,9,26,1,27,ASTUTE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,128.4999,133.9984,0,10,10,20,1,21,FICTION,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,133.9998,139.499,0,11,11,0,1,1,DEPTH,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,139.5005,144.9986,0,12,12,22,1,23,GUARD,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,145.0008,150.4988,0,13,13,13,1,14,MASTER,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,150.5005,155.9993,0,14,14,45,1,46,PAUCITY,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,156.0013,161.4997,0,15,15,40,1,41,NASCENT,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,161.5017,166.9998,0,16,16,44,1,45,PATHOS,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,167.0017,172.5001,0,17,17,6,1,7,COOLING,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,172.5018,178.0003,0,18,18,42,1,43,OPULENT,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,178.0022,183.5002,0,19,19,28,1,29,COPIOUS,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,183.5019,189.0007,0,20,20,47,1,48,PROBITY,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,189.0026,194.4847,0,21,21,36,1,37,INSIPID,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,194.4863,200.0012,0,22,22,24,1,25,AFFABLE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,200.0025,205.485,0,23,23,32,1,33,ESCHEW,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,205.4876,210.9855,0,24,24,33,1,34,FICKLE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,210.9871,216.4855,0,25,25,3,1,4,SOMEHOW,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,216.4868,221.9858,0,26,26,19,1,20,MOTION,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,221.9875,227.4862,0,27,27,37,1,38,LAMENT,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,227.4879,232.9863,0,28,28,7,1,8,FARTHER,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,232.9885,238.4866,0,29,29,16,1,17,SUPPER,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,238.4882,243.9869,0,30,30,2,1,3,ASSUME,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,243.989,249.487,0,31,31,31,1,32,ENMITY,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,249.4893,254.9869,0,32,32,5,1,6,SPEECH,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,254.9885,260.4877,0,33,33,18,1,19,CULTURE,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,260.4895,265.9878,0,34,34,35,1,36,INANE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,265.9896,271.4883,0,35,35,15,1,16,EXAMINE,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,271.4895,276.9883,0,36,36,9,1,10,LISTEN,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,276.9897,282.4881,0,37,37,1,1,2,CLOSER,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,282.4903,287.9891,0,38,38,30,1,31,DETER,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,287.991,293.4889,0,39,39,41,1,42,NUANCE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,293.4904,298.9897,0,40,40,17,1,18,RURAL,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,298.9912,304.4894,0,41,41,11,1,12,LIBERTY,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,304.4913,309.9901,0,42,42,8,1,9,COATING,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,309.9921,315.4904,0,43,43,29,1,30,DEPLORE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,315.4927,320.9906,0,44,44,10,1,11,THREW,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,320.9925,326.4908,0,45,45,38,1,39,LEVITY,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,326.4927,331.9913,0,46,46,25,1,26,AMPLIFY,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,331.9939,337.4911,0,47,47,46,1,47,PENSIVE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,337.4916,366.5956,space,29.0832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,48,REBUKE,hard,,,,,,,,366.6124,370.3096,m,2.6559,,0,0,0,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,35,BANAL,hard,,,,,,,,370.3114,372.6598,m,1.3139,,0,1,1,34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,75,ASTUTE,hard,,,,,,,,372.6612,374.8764,z,1.1809,,0,2,2,74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,374.8777,376.927,m,1.015,,0,3,3,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,37,AVARICE,hard,,,,,,,,376.9283,379.093,m,1.1354,,0,4,4,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,28,REFUTE,hard,,,,,,,,379.0946,381.0263,z,0.907,,0,5,5,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,381.0276,383.0106,m,0.948,,0,6,6,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,59,THREW,easy,,,,,,,,383.0117,385.3932,m,1.3487,,0,7,7,58,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,58,LISTEN,easy,,,,,,,,385.3946,387.427,z,0.9996,,0,8,8,57,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,94,PAUCITY,hard,,,,,,,,387.4283,389.3272,z,0.8649,,0,9,9,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,68,MOTION,easy,,,,,,,,389.3289,391.244,z,0.882,,0,10,10,67,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,391.2456,393.0434,z,0.7649,,0,11,11,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,45,PROFUSE,hard,,,,,,,,393.0447,396.3275,m,2.2679,,0,12,12,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,76,CANDOR,hard,,,,,,,,396.3286,398.194,z,0.8294,,0,13,13,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,66,RURAL,easy,,,,,,,,398.1953,400.0939,z,0.8647,,0,14,14,65,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,63,LEGAL,easy,,,,,,,,400.0956,402.0444,z,0.916,,0,15,15,62,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,73,AFFABLE,hard,,,,,,,,402.0457,404.0445,z,0.9647,,0,16,16,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,404.0459,406.4116,m,1.3321,,0,17,17,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,406.4131,408.761,m,1.3206,,0,18,18,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,13,WEATHER,easy,,,,,,,,408.7626,410.7282,m,0.9363,,0,19,19,12,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,38,COERCE,hard,,,,,,,,410.73,412.7114,m,0.9492,,0,20,20,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,67,CULTURE,easy,,,,,,,,412.7127,414.5612,m,0.837,,0,21,21,66,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,12,BELIEF,easy,,,,,,,,414.5627,416.8784,m,1.2819,,0,22,22,11,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,17,SUDDEN,easy,,,,,,,,416.8797,419.128,m,1.2146,,0,23,23,16,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,419.1294,421.0117,m,0.8481,,0,24,24,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,421.0131,422.8621,z,0.8146,,0,25,25,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,1,LEADER,easy,,,,,,,,422.8634,424.8288,m,0.9352,,0,26,26,0,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,424.8302,426.6787,z,0.8201,,0,27,27,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406414,001,2026-04-14_16h58.29.167,DFv2,2026.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,65,SUPPER,easy,,,,,,,,426.6799,428.6959,m,0.9867,,0,28,28,64,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
