consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training3.started,training3.stopped,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,trials3.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,23,DECLINE,easy,,,,,,,,423.102,427.003,m,2.893,,0,34,34,22,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,427.004,428.775,m,0.761,,0,35,35,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,96,PROBITY,hard,,,,,,,,428.776,433.053,z,3.247,,0,36,36,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,37,AVARICE,hard,,,,,,,,433.055,434.725,m,0.653,,0,37,37,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,75,ASTUTE,hard,,,,,,,,434.726,437.289,m,1.547,,0,38,38,74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,76,CANDOR,hard,,,,,,,,437.29,439.151,z,0.84,,0,39,39,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,19,BRANCH,easy,,,,,,,,439.151,441.006,m,0.84,,0,40,40,18,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,47,PRUDENT,hard,,,,,,,,441.006,443.491,z,1.474,,0,41,41,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,90,NUANCE,hard,,,,,,,,443.492,445.761,m,1.264,,0,42,42,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,27,RATIFY,hard,,,,,,,,445.761,447.802,m,1.022,,0,43,43,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,10,ADVISED,easy,,,,,,,,447.803,449.558,m,0.739,,0,44,44,9,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,61,CUTTING,easy,,,,,,,,449.559,451.223,z,0.654,,0,45,45,60,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,12,BELIEF,easy,,,,,,,,451.224,453.748,m,1.513,,0,46,46,11,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,453.749,455.551,m,0.771,,0,47,47,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,455.551,458.128,m,1.559,,0,48,48,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,7,SLIGHT,easy,,,,,,,,458.129,465.072,z,5.912,,0,49,49,6,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,465.073,466.885,m,0.79,,0,50,50,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,62,MASTER,easy,,,,,,,,466.887,468.614,m,0.698,,0,51,51,61,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,20,BURNING,easy,,,,,,,,468.615,470.393,m,0.772,,0,52,52,19,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,3,ADDRESS,easy,,,,,,,,470.394,472.031,m,0.608,,0,53,53,2,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,63,LEGAL,easy,,,,,,,,472.032,476.175,z,3.132,,0,54,54,62,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,70,SWITCH,easy,,,,,,,,476.175,478.322,z,1.128,,0,55,55,69,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,9,SOLDIER,easy,,,,,,,,478.323,480.061,m,0.725,,0,56,56,8,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,13,WEATHER,easy,,,,,,,,480.061,482.357,m,1.28,,0,57,57,12,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,86,LAMENT,hard,,,,,,,,482.358,486.286,m,2.902,,0,58,58,85,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,11,ANGRY,easy,,,,,,,,486.286,488.518,m,1.209,,0,59,59,10,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,6,POETIC,easy,,,,,,,,488.519,490.821,m,1.285,,0,60,60,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,490.822,492.631,z,0.797,,0,61,61,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,95,PENSIVE,hard,,,,,,,,492.632,494.732,z,1.069,,0,62,62,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,50,CLOSER,easy,,,,,,,,494.732,496.453,m,0.712,,0,63,63,49,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,18,FLIGHT,easy,,,,,,,,496.453,498.379,m,0.905,,0,64,64,17,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,74,AMPLIFY,hard,,,,,,,,498.379,500.363,z,0.958,,0,65,65,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,77,COPIOUS,hard,,,,,,,,500.364,505.65,m,4.273,,0,66,66,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,39,EPITOME,hard,,,,,,,,505.651,507.86,m,1.19,,0,67,67,38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,85,INSIPID,hard,,,,,,,,507.861,509.797,m,0.91,,0,68,68,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,509.797,511.686,z,0.877,,0,69,69,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,48,REBUKE,hard,,,,,,,,511.686,513.377,m,0.666,,0,70,70,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,56,FARTHER,easy,,,,,,,,513.377,517.463,m,3.066,,0,71,71,55,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,78,DEPLORE,hard,,,,,,,,517.465,524.3,m,5.815,,0,72,72,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,89,NASCENT,hard,,,,,,,,524.301,526.224,m,0.909,,0,73,73,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,88,MYOPIC,hard,,,,,,,,526.224,527.941,m,0.702,,0,74,74,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,67,CULTURE,easy,,,,,,,,527.942,529.865,m,0.911,,0,75,75,66,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,529.866,532.552,z,1.671,,0,76,76,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,532.553,534.381,z,0.8,,0,77,77,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,68,MOTION,easy,,,,,,,,534.382,537.546,m,2.144,,0,78,78,67,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,69,FICTION,easy,,,,,,,,537.546,539.348,z,0.784,,0,79,79,68,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,52,SOMEHOW,easy,,,,,,,,539.349,542.788,m,2.407,,0,80,80,51,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,35,BANAL,hard,,,,,,,,542.789,544.661,m,0.867,,0,81,81,34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,60,LIBERTY,easy,,,,,,,,544.662,547.323,z,1.652,,0,82,82,59,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,87,LEVITY,hard,,,,,,,,547.323,549.758,m,1.432,,0,83,83,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,66,RURAL,easy,,,,,,,,549.759,551.507,m,0.737,,0,84,84,65,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,29,REMORSE,hard,,,,,,,,551.507,553.158,m,0.634,,0,85,85,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,24,LEADING,easy,,,,,,,,553.159,555.33,m,1.152,,0,86,86,23,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,59,THREW,easy,,,,,,,,555.331,557.118,m,0.77,,0,87,87,58,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,34,AMIABLE,hard,,,,,,,,557.118,559.081,m,0.934,,0,88,88,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,17,SUDDEN,easy,,,,,,,,559.081,560.905,m,0.801,,0,89,89,16,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,81,ESCHEW,hard,,,,,,,,560.906,562.605,z,0.678,,0,90,90,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,33,TORPID,hard,,,,,,,,562.605,564.433,m,0.808,,0,91,91,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,93,PATHOS,hard,,,,,,,,564.433,566.124,z,0.681,,0,92,92,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,65,SUPPER,easy,,,,,,,,566.125,568.142,z,0.991,,0,93,93,64,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,38,COERCE,hard,,,,,,,,568.143,569.917,m,0.759,,0,94,94,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,64,EXAMINE,easy,,,,,,,,569.918,575.131,m,4.203,,0,95,95,63,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.131,582.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.428,587.215,n,4.773,,0,0,0,64,1,65,Kirby Kavanagh,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.216,601.954,n,14.709,,0,1,1,66,1,67,Morton Mendelson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.955,603.009,n,1.036,,0,2,2,85,1,86,Aimee Dorr,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.009,604.099,n,1.071,,0,3,3,37,1,38,Jane Smiley,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.1,605.148,n,1.03,,0,4,4,19,1,20,Michael Ondaatje,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.148,606.067,n,0.908,,0,5,5,24,1,25,Isabel Allende,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.068,607.062,n,0.984,,0,6,6,22,1,23,Harper Lee,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.062,608.577,n,1.499,,0,7,7,0,1,1,Saul Bellow,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.578,609.503,n,0.895,,0,8,8,45,1,46,James Michener,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.503,611.879,y,2.364,,0,9,9,94,1,95,Jennifer Marshal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.88,613.655,n,1.759,,0,10,10,80,1,81,Harrison Boldt,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.656,614.673,n,1.006,,0,11,11,81,1,82,Hilda Borko,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.674,615.801,y,1.116,,0,12,12,55,1,56,Katherine Carpenter,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.801,618.814,n,2.998,,0,13,13,5,1,6,Gabriel Garcia Marquez,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.814,619.946,y,1.114,,0,14,14,10,1,11,Vladimir Nabokov,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.947,620.837,n,0.882,,0,15,15,53,1,54,Elliot Blass,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.838,621.741,n,0.876,,0,16,16,65,1,66,Alex Lumsden,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.742,622.847,n,1.089,,0,17,17,92,1,93,Peter Rigg,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.848,623.437,n,0.575,,0,18,18,79,1,80,Dale Blyth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.438,625.117,y,1.657,,0,19,19,44,1,45,Jack London,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.117,626.979,y,1.845,,0,20,20,17,1,18,Joyce Carol Oates,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.98,628.004,n,1.003,,0,21,21,95,1,96,Hugh Lytton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.004,635.567,n,7.548,,0,22,22,87,1,88,Martin Ford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.57,637.329,n,1.743,,0,23,23,51,1,52,Lauren Benjamin,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.329,638.451,n,1.107,,0,24,24,32,1,33,Raymond Chandler,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.451,640.041,y,1.574,,0,25,25,41,1,42,Tom Clancy,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.041,642.947,y,2.893,,0,26,26,98,1,99,Susan Kormer,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
