consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training3.started,training3.stopped,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,trials3.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,42.612,48.113,0,7,7,40,1,41,NASCENT,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,48.114,53.609,0,8,8,27,1,28,CANDOR,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,53.61,59.11,0,9,9,44,1,45,PATHOS,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,59.111,64.612,0,10,10,23,1,24,WAGON,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,64.612,70.114,0,11,11,29,1,30,DEPLORE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,70.115,75.609,0,12,12,20,1,21,FICTION,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,75.609,81.111,0,13,13,4,1,5,QUEEN,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,81.112,86.612,0,14,14,11,1,12,LIBERTY,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,86.612,92.113,0,15,15,18,1,19,CULTURE,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,92.114,97.615,0,16,16,37,1,38,LAMENT,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,97.615,103.11,0,17,17,1,1,2,CLOSER,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,103.111,108.612,0,18,18,9,1,10,LISTEN,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,108.613,114.113,0,19,19,16,1,17,SUPPER,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,114.114,119.614,0,20,20,22,1,23,GUARD,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,119.615,125.111,0,21,21,45,1,46,PAUCITY,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,125.111,130.611,0,22,22,26,1,27,ASTUTE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,130.612,136.113,0,23,23,30,1,31,DETER,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,136.115,141.609,0,24,24,42,1,43,OPULENT,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,141.61,147.111,0,25,25,15,1,16,EXAMINE,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,147.112,152.612,0,26,26,31,1,32,ENMITY,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,152.612,158.113,0,27,27,8,1,9,COATING,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,158.113,163.609,0,28,28,32,1,33,ESCHEW,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,163.61,169.111,0,29,29,0,1,1,DEPTH,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,169.112,174.611,0,30,30,2,1,3,ASSUME,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,174.612,180.113,0,31,31,24,1,25,AFFABLE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,180.114,185.61,0,32,32,41,1,42,NUANCE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,185.61,191.11,0,33,33,34,1,35,GARNER,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,191.111,196.612,0,34,34,35,1,36,INANE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,196.613,202.113,0,35,35,3,1,4,SOMEHOW,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,202.115,207.614,0,36,36,13,1,14,MASTER,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,207.615,213.11,0,37,37,19,1,20,MOTION,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,213.111,218.612,0,38,38,7,1,8,FARTHER,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,218.613,224.113,0,39,39,6,1,7,COOLING,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,224.114,229.609,0,40,40,10,1,11,THREW,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,229.61,235.11,0,41,41,39,1,40,MYOPIC,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,235.112,240.612,0,42,42,17,1,18,RURAL,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,240.612,246.113,0,43,43,36,1,37,INSIPID,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,246.114,251.614,0,44,44,25,1,26,AMPLIFY,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,251.615,257.11,0,45,45,33,1,34,FICKLE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,257.111,262.612,0,46,46,46,1,47,PENSIVE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,262.613,268.114,0,47,47,47,1,48,PROBITY,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,,,,,,268.119,311.857,space,43.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,72,WAGON,easy,,,,,,,,311.863,317.643,z,4.761,,0,0,0,71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,40,INEPT,hard,,,,,,,,317.643,323.751,m,5.095,,0,1,1,39,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,32,SQUALID,hard,,,,,,,,323.752,325.961,m,1.198,,0,2,2,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,36,APPEASE,hard,,,,,,,,325.962,332.117,z,5.13,,0,3,3,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,4,RIDING,easy,,,,,,,,332.117,334.153,m,1.015,,0,4,4,3,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,84,INANE,hard,,,,,,,,334.154,337.557,z,2.38,,0,5,5,83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,14,GRAVE,easy,,,,,,,,337.558,339.475,m,0.907,,0,6,6,13,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,16,REGION,easy,,,,,,,,339.476,341.608,m,1.111,,0,7,7,15,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,55,COOLING,easy,,,,,,,,341.608,344.426,z,1.798,,0,8,8,54,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,1,LEADER,easy,,,,,,,,344.427,346.227,m,0.779,,0,9,9,0,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,28,REFUTE,hard,,,,,,,,346.228,350.753,m,3.516,,0,10,10,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,94,PAUCITY,hard,,,,,,,,350.754,352.72,z,0.947,,0,11,11,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,58,LISTEN,easy,,,,,,,,352.722,355.374,m,1.637,,0,12,12,57,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,53,QUEEN,easy,,,,,,,,355.375,358.653,m,2.27,,0,13,13,52,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,358.653,360.768,m,1.104,,0,14,14,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,15,EMPTY,easy,,,,,,,,360.769,362.756,m,0.969,,0,15,15,14,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,25,PROFANE,hard,,,,,,,,362.756,367.233,m,3.46,,0,16,16,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,45,PROFUSE,hard,,,,,,,,367.234,371.939,m,3.686,,0,17,17,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,82,FICKLE,hard,,,,,,,,371.94,376.756,z,3.792,,0,18,18,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,83,GARNER,hard,,,,,,,,376.756,378.942,m,1.179,,0,19,19,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,21,SHOCK,easy,,,,,,,,378.943,380.753,m,0.794,,0,20,20,20,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,30,REPLETE,hard,,,,,,,,380.753,382.65,m,0.88,,0,21,21,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,49,DEPTH,easy,,,,,,,,382.65,384.456,z,0.786,,0,22,22,48,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,71,GUARD,easy,,,,,,,,384.456,386.219,m,0.735,,0,23,23,70,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,79,DETER,hard,,,,,,,,386.219,388.271,m,1.029,,0,24,24,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,41,LIBEL,hard,,,,,,,,388.272,390.199,m,0.924,,0,25,25,40,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,390.2,395.634,m,4.409,,0,26,26,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,31,SEMINAL,hard,,,,,,,,395.635,397.464,m,0.82,,0,27,27,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,22,ENTER,easy,,,,,,,,397.465,399.2,m,0.709,,0,28,28,21,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,46,PROSAIC,hard,,,,,,,,399.202,401.669,m,1.453,,0,29,29,45,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,80,ENMITY,hard,,,,,,,,401.67,403.434,z,0.755,,0,30,30,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,42,MOLLIFY,hard,,,,,,,,403.434,405.188,m,0.735,,0,31,31,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,73,AFFABLE,hard,,,,,,,,405.189,420.313,z,14.104,,0,32,32,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,697584,001,2026-04-10_19h54.32.474,DFv2,2026.1.1,Win32,179.8561151,,,,,,,,,,,,,,,,,51,ASSUME,easy,,,,,,,,420.313,423.102,z,1.778,,0,33,33,50,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
