consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training2.started,training2.stopped,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials2.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q4,language_background_q.block_1/Q4_a,language_background_q.block_1/Q6,language_background_q.block_1/Q6-Comment,language_background_q.block_1/Q12,language_background_q.block_1/Q17,language_background_q.block_1/Q17-Comment,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q48,language_background_q.block_1/Q53,language_background_q.block_1/Q5.text1,language_background_q.block_1/Q5.text2,language_background_q.block_1/Q29,language_background_q.block_1/Q30,language_background_q.block_1/Q31,language_background_q.block_1/Q32,language_background_q.block_1/Q34,language_background_q.block_1/Q35,language_background_q.block_1/Q36,language_background_q.block_1/Q37,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,language_background_q.block_1/Q11,language_background_q.block_1/Q11-Comment,language_background_q.block_1/Q13,language_background_q.block_1/Q14,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,278.45,283.958,0,39,39,28,1,29,REMORSE,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,283.961,289.452,0,40,40,27,1,28,REFUTE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,289.453,294.945,0,41,41,34,1,35,BANAL,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,294.947,300.454,0,42,42,44,1,45,PROFUSE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,300.455,305.947,0,43,43,31,1,32,SQUALID,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,305.951,311.456,0,44,44,21,1,22,ENTER,easy,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,311.457,316.949,0,45,45,25,1,26,PUERILE,hard,old,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,316.952,322.46,0,46,46,38,1,39,EPITOME,hard,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,322.462,327.952,0,47,47,7,1,8,SERVING,easy,old,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,,,,,,327.972,351.656,space,23.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,55,COOLING,easy,,,,,,,,351.672,354.552,z,1.841,,0,0,0,54,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,56,FARTHER,easy,,,,,,,,354.555,357.598,m,2.02,,0,1,1,55,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,38,COERCE,hard,,,,,,,,357.6,360.146,z,1.514,,0,2,2,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,90,NUANCE,hard,,,,,,,,360.147,362.143,m,0.965,,0,3,3,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,362.144,364.439,z,1.265,,0,4,4,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,24,LEADING,easy,,,,,,,,364.441,367.053,m,1.582,,0,5,5,23,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,63,LEGAL,easy,,,,,,,,367.054,369.45,m,1.371,,0,6,6,62,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,16,REGION,easy,,,,,,,,369.455,371.498,z,1.016,,0,7,7,15,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,371.499,373.362,z,0.833,,0,8,8,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,49,DEPTH,easy,,,,,,,,373.363,376.657,m,2.263,,0,9,9,48,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,376.659,378.405,z,0.717,,0,10,10,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,77,COPIOUS,hard,,,,,,,,378.406,381.633,z,2.197,,0,11,11,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,69,FICTION,easy,,,,,,,,381.635,384.547,m,1.889,,0,12,12,68,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,33,TORPID,hard,,,,,,,,384.548,386.694,z,1.118,,0,13,13,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,31,SEMINAL,hard,,,,,,,,386.695,388.941,m,1.22,,0,14,14,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,82,FICKLE,hard,,,,,,,,388.942,391.355,m,1.386,,0,15,15,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,30,REPLETE,hard,,,,,,,,391.356,396.3,m,3.911,,0,16,16,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,396.301,399.345,m,2.016,,0,17,17,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,14,GRAVE,easy,,,,,,,,399.346,402.009,z,1.631,,0,18,18,13,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,402.012,404.306,m,1.268,,0,19,19,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,29,REMORSE,hard,,,,,,,,404.307,406.419,m,1.088,,0,20,20,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,32,SQUALID,hard,,,,,,,,406.421,408.601,z,1.149,,0,21,21,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,15,EMPTY,easy,,,,,,,,408.601,410.481,m,0.85,,0,22,22,14,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,78,DEPLORE,hard,,,,,,,,410.482,412.746,m,1.238,,0,23,23,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,88,MYOPIC,hard,,,,,,,,412.746,414.876,m,1.098,,0,24,24,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,81,ESCHEW,hard,,,,,,,,414.877,416.572,m,0.666,,0,25,25,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,37,AVARICE,hard,,,,,,,,416.574,418.254,m,0.657,,0,26,26,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,18,FLIGHT,easy,,,,,,,,418.256,420.119,z,0.831,,0,27,27,17,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,420.12,423.431,m,2.283,,0,28,28,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,93,PATHOS,hard,,,,,,,,423.433,426.028,m,1.569,,0,29,29,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,58,LISTEN,easy,,,,,,,,426.03,430.056,m,2.996,,0,30,30,57,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,39,EPITOME,hard,,,,,,,,430.057,432.353,z,1.265,,0,31,31,38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,41,LIBEL,hard,,,,,,,,432.354,434.283,z,0.902,,0,32,32,40,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,434.284,438.363,z,3.046,,0,33,33,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,73,AFFABLE,hard,,,,,,,,438.368,440.659,m,1.266,,0,34,34,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,96,PROBITY,hard,,,,,,,,440.661,443.389,z,1.696,,0,35,35,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,76,CANDOR,hard,,,,,,,,443.391,445.153,m,0.73,,0,36,36,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,13,WEATHER,easy,,,,,,,,445.155,448.216,z,2.031,,0,37,37,12,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,47,PRUDENT,hard,,,,,,,,448.218,450.496,z,1.245,,0,38,38,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,6,POETIC,easy,,,,,,,,450.497,453.51,z,1.981,,0,39,39,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,453.511,455.357,z,0.815,,0,40,40,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,84,INANE,hard,,,,,,,,455.358,459.335,z,2.949,,0,41,41,83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,60,LIBERTY,easy,,,,,,,,459.336,463.48,z,3.115,,0,42,42,59,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,463.482,465.861,m,1.351,,0,43,43,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,89,NASCENT,hard,,,,,,,,465.862,477.314,z,10.421,,0,44,44,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,42,MOLLIFY,hard,,,,,,,,477.318,480.393,z,2.045,,0,45,45,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,53,QUEEN,easy,,,,,,,,480.395,482.955,m,1.534,,0,46,46,52,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,48,REBUKE,hard,,,,,,,,482.956,485.336,m,1.349,,0,47,47,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,36,APPEASE,hard,,,,,,,,485.338,487.083,z,0.716,,0,48,48,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,67,CULTURE,easy,,,,,,,,487.084,489.165,z,1.054,,0,49,49,66,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,87,LEVITY,hard,,,,,,,,489.165,490.946,m,0.75,,0,50,50,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,72,WAGON,easy,,,,,,,,490.947,492.776,m,0.8,,0,51,51,71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,51,ASSUME,easy,,,,,,,,492.777,494.841,z,1.031,,0,52,52,50,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,34,AMIABLE,hard,,,,,,,,494.842,496.571,z,0.692,,0,53,53,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,23,DECLINE,easy,,,,,,,,496.573,498.403,z,0.808,,0,54,54,22,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,20,BURNING,easy,,,,,,,,498.405,500.118,z,0.682,,0,55,55,19,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,64,EXAMINE,easy,,,,,,,,500.119,501.965,m,0.817,,0,56,56,63,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,94,PAUCITY,hard,,,,,,,,501.966,504.096,z,1.097,,0,57,57,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,80,ENMITY,hard,,,,,,,,504.098,505.877,m,0.752,,0,58,58,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,52,SOMEHOW,easy,,,,,,,,505.878,507.558,z,0.647,,0,59,59,51,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,27,RATIFY,hard,,,,,,,,507.56,509.988,m,1.406,,0,60,60,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,61,CUTTING,easy,,,,,,,,509.989,513.067,z,2.05,,0,61,61,60,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728279,001,2026-04-17_12h24.02.304,DFv2,2026.1.1,Linux x86_64,62.11180124,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,513.069,514.998,m,0.897,,0,62,62,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
