consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training2.started,training2.stopped,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials2.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q4,language_background_q.block_1/Q4-Comment,language_background_q.block_1/Q4_a,language_background_q.block_1/Q6,language_background_q.block_1/Q12,language_background_q.block_1/Q11,language_background_q.block_1/Q11-Comment,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q48,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,38,COERCE,hard,,,,,,,,349.421,351.1865,z,0.6903,,0,17,17,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,69,FICTION,easy,,,,,,,,351.1879,353.0531,m,0.8085,,0,18,18,68,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,22,ENTER,easy,,,,,,,,353.0544,354.9855,z,0.8702,,0,19,19,21,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,354.9867,357.2522,m,1.2469,,0,20,20,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,357.2535,359.1861,m,0.8922,,0,21,21,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,7,SLIGHT,easy,,,,,,,,359.1878,361.0189,m,0.7808,,0,22,22,6,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,47,PRUDENT,hard,,,,,,,,361.0201,362.82,z,0.7449,,0,23,23,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,86,LAMENT,hard,,,,,,,,362.821,364.7202,z,0.8347,,0,24,24,85,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,364.7214,366.7197,z,0.9216,,0,25,25,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,21,SHOCK,easy,,,,,,,,366.7203,368.5537,z,0.7623,,0,26,26,20,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,95,PENSIVE,hard,,,,,,,,368.5552,370.4525,z,0.8275,,0,27,27,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,27,RATIFY,hard,,,,,,,,370.4539,372.2868,z,0.8193,,0,28,28,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,71,GUARD,easy,,,,,,,,372.2878,374.0871,m,0.7516,,0,29,29,70,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,3,ADDRESS,easy,,,,,,,,374.0884,376.1202,z,0.9691,,0,30,30,2,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,20,BURNING,easy,,,,,,,,376.1217,378.0861,z,0.8968,,0,31,31,19,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,1,LEADER,easy,,,,,,,,378.0876,379.9194,z,0.7628,,0,32,32,0,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,93,PATHOS,hard,,,,,,,,379.9208,381.7869,m,0.846,,0,33,33,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,84,INANE,hard,,,,,,,,381.788,384.2531,m,1.3994,,0,34,34,83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,31,SEMINAL,hard,,,,,,,,384.2542,386.0204,z,0.7487,,0,35,35,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,66,RURAL,easy,,,,,,,,386.0213,388.0862,m,1.0157,,0,36,36,65,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,388.0872,390.0869,m,0.9729,,0,37,37,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,78,DEPLORE,hard,,,,,,,,390.0884,391.9198,m,0.7634,,0,38,38,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,24,LEADING,easy,,,,,,,,391.9212,394.0207,m,1.0744,,0,39,39,23,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,83,GARNER,hard,,,,,,,,394.0216,395.9531,m,0.8734,,0,40,40,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,50,CLOSER,easy,,,,,,,,395.9545,397.8875,m,0.9087,,0,41,41,49,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,29,REMORSE,hard,,,,,,,,397.8887,400.0207,z,1.0695,,0,42,42,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,64,EXAMINE,easy,,,,,,,,400.0222,401.9874,m,0.9052,,0,43,43,63,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,401.9886,403.9541,m,0.9156,,0,44,44,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,39,EPITOME,hard,,,,,,,,403.9552,406.02,z,0.9939,,0,45,45,38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,56,FARTHER,easy,,,,,,,,406.0216,407.8877,m,0.8379,,0,46,46,55,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,407.889,409.8878,z,0.941,,0,47,47,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,85,INSIPID,hard,,,,,,,,409.8891,412.0541,z,1.1022,,0,48,48,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,30,REPLETE,hard,,,,,,,,412.0549,413.9544,z,0.8362,,0,49,49,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,33,TORPID,hard,,,,,,,,413.9554,416.0212,z,0.9956,,0,50,50,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,17,SUDDEN,easy,,,,,,,,416.0232,417.8869,m,0.7894,,0,51,51,16,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,90,NUANCE,hard,,,,,,,,417.8884,419.7544,m,0.8491,,0,52,52,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,14,GRAVE,easy,,,,,,,,419.7556,421.6547,z,0.8403,,0,53,53,13,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,61,CUTTING,easy,,,,,,,,421.6562,423.6545,m,0.9428,,0,54,54,60,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,19,BRANCH,easy,,,,,,,,423.6557,425.5536,z,0.8328,,0,55,55,18,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,15,EMPTY,easy,,,,,,,,425.555,427.4877,z,0.9145,,0,56,56,14,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,68,MOTION,easy,,,,,,,,427.4883,429.2537,m,0.7363,,0,57,57,67,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,96,PROBITY,hard,,,,,,,,429.2551,431.4879,m,1.1959,,0,58,58,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,4,RIDING,easy,,,,,,,,431.4892,433.3211,m,0.7782,,0,59,59,3,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,11,ANGRY,easy,,,,,,,,433.3218,435.2549,m,0.8626,,0,60,60,10,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,18,FLIGHT,easy,,,,,,,,435.2564,437.1881,z,0.8635,,0,61,61,17,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,82,FICKLE,hard,,,,,,,,437.1897,439.1542,m,0.9076,,0,62,62,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,10,ADVISED,easy,,,,,,,,439.1554,441.1217,m,0.8955,,0,63,63,9,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,94,PAUCITY,hard,,,,,,,,441.1233,442.955,m,0.7835,,0,64,64,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,442.9561,444.8217,z,0.7896,,0,65,65,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,48,REBUKE,hard,,,,,,,,444.8232,446.655,z,0.7901,,0,66,66,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,58,LISTEN,easy,,,,,,,,446.6559,448.9549,m,1.2475,,0,67,67,57,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,9,SOLDIER,easy,,,,,,,,448.956,451.0551,z,1.0449,,0,68,68,8,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,62,MASTER,easy,,,,,,,,451.0565,452.9548,m,0.836,,0,69,69,61,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,40,INEPT,hard,,,,,,,,452.9553,454.8551,z,0.8645,,0,70,70,39,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,51,ASSUME,easy,,,,,,,,454.8563,456.7549,m,0.8335,,0,71,71,50,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,89,NASCENT,hard,,,,,,,,456.7556,458.5553,m,0.7857,,0,72,72,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,67,CULTURE,easy,,,,,,,,458.5564,460.4543,m,0.8276,,0,73,73,66,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,87,LEVITY,hard,,,,,,,,460.4556,462.5553,z,1.0612,,0,74,74,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,36,APPEASE,hard,,,,,,,,462.5567,465.0553,z,1.4441,,0,75,75,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,465.0565,467.1221,m,0.9889,,0,76,76,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,12,BELIEF,easy,,,,,,,,467.1232,468.8889,m,0.6972,,0,77,77,11,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,74,AMPLIFY,hard,,,,,,,,468.8902,471.0891,m,1.1279,,0,78,78,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,75,ASTUTE,hard,,,,,,,,471.0905,473.0888,z,0.9442,,0,79,79,74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,34,AMIABLE,hard,,,,,,,,473.09,475.0223,m,0.8787,,0,80,80,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,55,COOLING,easy,,,,,,,,475.0234,476.8888,m,0.8051,,0,81,81,54,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,46,PROSAIC,hard,,,,,,,,476.89,478.7554,z,0.8201,,0,82,82,45,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,88,MYOPIC,hard,,,,,,,,478.7563,480.5223,m,0.72,,0,83,83,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,77,COPIOUS,hard,,,,,,,,480.5233,482.4557,m,0.8603,,0,84,84,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,42,MOLLIFY,hard,,,,,,,,482.457,484.2891,z,0.7726,,0,85,85,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,49,DEPTH,easy,,,,,,,,484.2902,486.3216,m,0.9755,,0,86,86,48,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,60,LIBERTY,easy,,,,,,,,486.3223,488.1883,m,0.822,,0,87,87,59,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,32,SQUALID,hard,,,,,,,,488.1899,489.9559,m,0.6994,,0,88,88,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,81,ESCHEW,hard,,,,,,,,489.9572,491.8226,m,0.7897,,0,89,89,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,70,SWITCH,easy,,,,,,,,491.824,493.6228,m,0.7371,,0,90,90,69,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,80,ENMITY,hard,,,,,,,,493.6243,495.5226,m,0.8457,,0,91,91,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,23,DECLINE,easy,,,,,,,,495.5237,497.3893,m,0.8083,,0,92,92,22,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,63,LEGAL,easy,,,,,,,,497.3905,499.3217,m,0.8783,,0,93,93,62,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,499.3228,501.1222,m,0.7757,,0,94,94,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530510,001,2026-04-17_01h28.14.100,DFv2,2026.1.1,MacIntel,29.94011976,,,,,,,,,,,,,,,,,45,PROFUSE,hard,,,,,,,,501.1234,502.8562,z,0.7017,,0,95,95,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
