consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training1.started,training1.stopped,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q4,language_background_q.block_1/Q4_a,language_background_q.block_1/Q6,language_background_q.block_1/Q11,language_background_q.block_1/Q11-Comment,language_background_q.block_1/Q12,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q48,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,language_background_q.block_1/Q60,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,14,GRAVE,easy,,,,,,,,464.266,465.798,m,0.518,,0,85,85,13,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,65,SUPPER,easy,,,,,,,,465.8,467.573,m,0.743,,0,86,86,64,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,71,GUARD,easy,,,,,,,,467.574,469.293,m,0.691,,0,87,87,70,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,61,CUTTING,easy,,,,,,,,469.293,470.932,z,0.618,,0,88,88,60,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,84,INANE,hard,,,,,,,,470.933,473.032,m,1.082,,0,89,89,83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,30,REPLETE,hard,,,,,,,,473.033,474.832,m,0.788,,0,90,90,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,60,LIBERTY,easy,,,,,,,,474.832,476.633,z,0.787,,0,91,91,59,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,36,APPEASE,hard,,,,,,,,476.633,478.324,z,0.674,,0,92,92,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,64,EXAMINE,easy,,,,,,,,478.325,479.782,m,0.444,,0,93,93,63,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,479.784,481.391,m,0.592,,0,94,94,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,51,ASSUME,easy,,,,,,,,481.391,483.058,m,0.646,,0,95,95,50,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.058,486.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.649,489.425,y,2.755,,0,0,0,94,1,95,Jennifer Marshal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.426,490.684,y,1.247,,0,1,1,42,1,43,Nelson Demille,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.684,492.392,y,1.693,,0,2,2,69,1,70,Miriam Sexton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.392,493.842,n,1.429,,0,3,3,44,1,45,Jack London,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.843,495.167,y,1.309,,0,4,4,77,1,78,Reuben Baron,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.168,496.25,y,1.06,,0,5,5,3,1,4,Willa Cather,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.251,497.484,n,1.213,,0,6,6,55,1,56,Katherine Carpenter,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.484,499.117,y,1.617,,0,7,7,4,1,5,Virginia Woolf,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.119,500.608,n,1.475,,0,8,8,10,1,11,Vladimir Nabokov,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.609,502.784,n,2.164,,0,9,9,63,1,64,Frank Kiel,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.784,503.809,y,1.002,,0,10,10,19,1,20,Michael Ondaatje,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.81,505.367,y,1.538,,0,11,11,28,1,29,Ray Bradbury,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.369,506.918,y,1.541,,0,12,12,16,1,17,James Joyce,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.918,507.851,n,0.923,,0,13,13,61,1,62,Sheryl Green,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.851,508.77,y,0.9,,0,14,14,41,1,42,Tom Clancy,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.77,509.559,y,0.756,,0,15,15,34,1,35,Stephen King,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.56,510.484,y,0.908,,0,16,16,72,1,73,Mark Strauss,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.485,511.893,n,1.395,,0,17,17,37,1,38,Jane Smiley,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.893,513.418,y,1.509,,0,18,18,48,1,49,Sue Grafton,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.418,514.409,y,0.982,,0,19,19,12,1,13,Kazuo Ishiguro,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.409,515.634,y,1.218,,0,20,20,58,1,59,W. Patrick Dickson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.636,516.71,n,1.065,,0,21,21,93,1,94,Scott Paris,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.71,517.676,y,0.959,,0,22,22,24,1,25,Isabel Allende,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.677,518.902,y,1.199,,0,23,23,91,1,92,Steve Yussen,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.903,520.402,n,1.474,,0,24,24,15,1,16,Ayn Rand,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.402,521.568,y,1.149,,0,25,25,56,1,57,Suzanne Clarkson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.569,522.535,y,0.954,,0,26,26,70,1,71, K. Warner Schaie,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.535,524.785,y,2.229,,0,27,27,13,1,14,William Faulkner,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.786,525.694,y,0.889,,0,28,28,36,1,37,Thomas Wolfe,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.694,526.452,n,0.74,,0,29,29,2,1,3,Bernard Malamud,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.452,527.335,y,0.875,,0,30,30,0,1,1,Saul Bellow,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.336,528.527,y,1.177,,0,31,31,99,1,100,Reed Larson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.527,529.652,y,1.109,,0,32,32,53,1,54,Elliot Blass,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.653,530.915,n,1.25,,0,33,33,27,1,28,Maya Angelou,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.915,532.652,n,1.719,,0,34,34,98,1,99,Susan Kormer,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.654,533.561,n,0.885,,0,35,35,79,1,80,Dale Blyth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.561,534.686,n,1.11,,0,36,36,65,1,66,Alex Lumsden,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.686,535.503,y,0.796,,0,37,37,92,1,93,Peter Rigg,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.505,536.627,y,1.096,,0,38,38,45,1,46,James Michener,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.628,538.211,y,1.555,,0,39,39,38,1,39,Herman Wouk,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.212,539.352,y,1.12,,0,40,40,7,1,8,J.D. Salinger,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.353,540.103,n,0.732,,0,41,41,95,1,96,Hugh Lytton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.103,541.119,y,0.994,,0,42,42,5,1,6,Gabriel Garcia Marquez,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.12,542.202,y,1.061,,0,43,43,75,1,76,Carter Anvari,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.203,542.911,y,0.686,,0,44,44,49,1,50,Judith Krantz,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.911,544.369,n,1.44,,0,45,45,17,1,18,Joyce Carol Oates,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.37,545.353,y,0.956,,0,46,46,6,1,7,Kurt Vonnegut,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.353,546.336,y,0.966,,0,47,47,22,1,23,Harper Lee,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.337,547.153,y,0.794,,0,48,48,35,1,36,James Patterson,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.154,548.394,n,1.221,,0,49,49,71,1,72,Robert Siegler,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.395,549.503,y,1.089,,0,50,50,64,1,65,Kirby Kavanagh,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.504,550.395,y,0.879,,0,51,51,25,1,26,Ralph Ellison,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.396,551.328,n,0.914,,0,52,52,74,1,75,Eric Amsel,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.329,552.345,n,0.989,,0,53,53,18,1,19,Nora Ephron,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.345,553.987,n,1.619,,0,54,54,11,1,12,Salman Rushdie,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.987,555.562,y,1.56,,0,55,55,40,1,41,Clive Cussler,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.562,556.403,y,0.826,,0,56,56,23,1,24,George Orwell,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.404,558.245,n,1.82,,0,57,57,62,1,63,Mimi Hall,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.246,559.171,y,0.904,,0,58,58,60,1,61,Samuel Paige,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.171,561.079,n,1.885,,0,59,59,33,1,34,Samuel Beckett,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.08,561.657,y,0.559,,0,60,60,8,1,9,Ernest Hemingway,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.657,562.495,y,0.821,,0,61,61,21,1,22,T.S. Elliot,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.495,563.579,y,1.069,,0,62,62,9,1,10,F. Scott Fitzgerald,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.579,564.562,y,0.967,,0,63,63,39,1,40,Robert Ludlum,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.562,565.637,y,1.055,,0,64,64,29,1,30,E.B. White,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.64,567.363,n,1.705,,0,65,65,54,1,55,Jennifer Butterworth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.363,568.179,y,0.799,,0,66,66,20,1,21,Toni Morrison,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.18,570.446,y,2.248,,0,67,67,66,1,67,Morton Mendelson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.447,571.521,y,1.059,,0,68,68,81,1,82,Hilda Borko,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
