consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training1.started,training1.stopped,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q4,language_background_q.block_1/Q4_a,language_background_q.block_1/Q6,language_background_q.block_1/Q11,language_background_q.block_1/Q11-Comment,language_background_q.block_1/Q12,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q48,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,language_background_q.block_1/Q60,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,50,CLOSER,easy,,,,,,,,322.249,323.94,m,0.666,,0,3,3,49,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,88,MYOPIC,hard,,,,,,,,323.94,325.957,m,1.006,,0,4,4,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,15,EMPTY,easy,,,,,,,,325.958,327.566,z,0.585,,0,5,5,14,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,55,COOLING,easy,,,,,,,,327.567,329.657,m,1.06,,0,6,6,54,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,78,DEPLORE,hard,,,,,,,,329.658,331.507,z,0.83,,0,7,7,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,76,CANDOR,hard,,,,,,,,331.508,333.358,m,0.834,,0,8,8,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,25,PROFANE,hard,,,,,,,,333.359,335.333,m,0.959,,0,9,9,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,58,LISTEN,easy,,,,,,,,335.334,336.917,z,0.561,,0,10,10,57,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,336.917,338.7,z,0.753,,0,11,11,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,68,MOTION,easy,,,,,,,,338.701,340.467,m,0.742,,0,12,12,67,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,11,ANGRY,easy,,,,,,,,340.467,342.258,z,0.761,,0,13,13,10,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,70,SWITCH,easy,,,,,,,,342.258,344.284,m,1,,0,14,14,69,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,4,RIDING,easy,,,,,,,,344.284,346.209,z,0.917,,0,15,15,3,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,22,ENTER,easy,,,,,,,,346.21,348.008,m,0.793,,0,16,16,21,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,67,CULTURE,easy,,,,,,,,348.01,349.6,m,0.573,,0,17,17,66,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,47,PRUDENT,hard,,,,,,,,349.601,351.375,z,0.76,,0,18,18,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,86,LAMENT,hard,,,,,,,,351.375,353.208,z,0.815,,0,19,19,85,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,77,COPIOUS,hard,,,,,,,,353.209,355.076,m,0.848,,0,20,20,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,80,ENMITY,hard,,,,,,,,355.076,356.959,z,0.857,,0,21,21,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,73,AFFABLE,hard,,,,,,,,356.959,358.717,z,0.732,,0,22,22,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,48,REBUKE,hard,,,,,,,,358.718,360.176,m,0.447,,0,23,23,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,13,WEATHER,easy,,,,,,,,360.176,362.293,m,1.093,,0,24,24,12,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,93,PATHOS,hard,,,,,,,,362.293,363.884,z,0.57,,0,25,25,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,66,RURAL,easy,,,,,,,,363.885,365.534,z,0.629,,0,26,26,65,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,53,QUEEN,easy,,,,,,,,365.535,367.327,m,0.774,,0,27,27,52,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,82,FICKLE,hard,,,,,,,,367.328,369.018,z,0.665,,0,28,28,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,89,NASCENT,hard,,,,,,,,369.019,370.618,m,0.593,,0,29,29,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,18,FLIGHT,easy,,,,,,,,370.619,372.727,m,1.093,,0,30,30,17,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,75,ASTUTE,hard,,,,,,,,372.727,374.452,z,0.709,,0,31,31,74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,56,FARTHER,easy,,,,,,,,374.452,376.21,z,0.749,,0,32,32,55,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,376.211,377.968,m,0.749,,0,33,33,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,9,SOLDIER,easy,,,,,,,,377.969,379.777,m,0.789,,0,34,34,8,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,37,AVARICE,hard,,,,,,,,379.778,381.443,m,0.657,,0,35,35,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,39,EPITOME,hard,,,,,,,,381.444,383.169,z,0.702,,0,36,36,38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,32,SQUALID,hard,,,,,,,,383.169,384.894,m,0.717,,0,37,37,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,52,SOMEHOW,easy,,,,,,,,384.895,386.761,m,0.848,,0,38,38,51,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,31,SEMINAL,hard,,,,,,,,386.761,388.404,m,0.617,,0,39,39,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,388.405,390.127,z,0.701,,0,40,40,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,390.127,391.753,z,0.605,,0,41,41,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,42,MOLLIFY,hard,,,,,,,,391.753,393.311,z,0.546,,0,42,42,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,16,REGION,easy,,,,,,,,393.311,394.994,m,0.666,,0,43,43,15,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,1,LEADER,easy,,,,,,,,394.995,396.653,m,0.636,,0,44,44,0,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,96,PROBITY,hard,,,,,,,,396.654,398.27,z,0.594,,0,45,45,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,19,BRANCH,easy,,,,,,,,398.27,399.887,z,0.589,,0,46,46,18,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,20,BURNING,easy,,,,,,,,399.888,401.628,m,0.72,,0,47,47,19,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,29,REMORSE,hard,,,,,,,,401.628,403.37,m,0.731,,0,48,48,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,59,THREW,easy,,,,,,,,403.371,404.912,z,0.518,,0,49,49,58,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,83,GARNER,hard,,,,,,,,404.912,406.87,z,0.935,,0,50,50,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,406.871,408.562,z,0.674,,0,51,51,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,3,ADDRESS,easy,,,,,,,,408.563,410.012,m,0.438,,0,52,52,2,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,74,AMPLIFY,hard,,,,,,,,410.012,411.554,m,0.519,,0,53,53,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,85,INSIPID,hard,,,,,,,,411.554,413.204,m,0.634,,0,54,54,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,17,SUDDEN,easy,,,,,,,,413.204,414.571,m,0.339,,0,55,55,16,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,10,ADVISED,easy,,,,,,,,414.571,415.988,z,0.399,,0,56,56,9,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,95,PENSIVE,hard,,,,,,,,415.988,417.355,z,0.343,,0,57,57,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,21,SHOCK,easy,,,,,,,,417.356,419.254,z,0.872,,0,58,58,20,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,41,LIBEL,hard,,,,,,,,419.254,420.721,m,0.463,,0,59,59,40,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,90,NUANCE,hard,,,,,,,,420.722,422.213,m,0.47,,0,60,60,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,422.213,423.988,z,0.762,,0,61,61,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,45,PROFUSE,hard,,,,,,,,423.988,425.363,m,0.366,,0,62,62,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,425.363,427.738,z,1.357,,0,63,63,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,49,DEPTH,easy,,,,,,,,427.738,429.579,m,0.833,,0,64,64,48,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,87,LEVITY,hard,,,,,,,,429.58,431.555,m,0.959,,0,65,65,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,35,BANAL,hard,,,,,,,,431.556,433.146,m,0.569,,0,66,66,34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,46,PROSAIC,hard,,,,,,,,433.148,435.005,z,0.836,,0,67,67,45,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,94,PAUCITY,hard,,,,,,,,435.006,436.747,z,0.722,,0,68,68,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,62,MASTER,easy,,,,,,,,436.747,438.355,z,0.586,,0,69,69,61,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,79,DETER,hard,,,,,,,,438.356,440.605,m,1.227,,0,70,70,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,69,FICTION,easy,,,,,,,,440.605,442.539,m,0.915,,0,71,71,68,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,28,REFUTE,hard,,,,,,,,442.539,443.905,m,0.345,,0,72,72,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,34,AMIABLE,hard,,,,,,,,443.906,445.698,m,0.782,,0,73,73,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,12,BELIEF,easy,,,,,,,,445.698,447.306,m,0.604,,0,74,74,11,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,38,COERCE,hard,,,,,,,,447.307,449.372,m,1.043,,0,75,75,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,24,LEADING,easy,,,,,,,,449.373,451.289,z,0.885,,0,76,76,23,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,23,DECLINE,easy,,,,,,,,451.29,453.156,z,0.855,,0,77,77,22,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,72,WAGON,easy,,,,,,,,453.156,454.781,m,0.603,,0,78,78,71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,54,SPEECH,easy,,,,,,,,454.782,456.423,m,0.613,,0,79,79,53,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,27,RATIFY,hard,,,,,,,,456.423,458.214,m,0.775,,0,80,80,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,6,POETIC,easy,,,,,,,,458.215,459.939,m,0.705,,0,81,81,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,459.94,461.357,z,0.402,,0,82,82,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,40,INEPT,hard,,,,,,,,461.357,462.864,z,0.487,,0,83,83,39,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,81,ESCHEW,hard,,,,,,,,462.865,464.265,z,0.374,,0,84,84,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
